brand,dealer_number,dealer_name,address,city,state_region,country,country_code,postal_code,latitude,longitude,phone,fax,email,website,dealer_type,services_offered,super_region,region,sap_number
New Holland AG,911-0N6318A,Bortnick Tractor Sls,6192 Warren Road Ne,Cortland,OH,United States,US,44410,41.38763,-80.673,(330) 924-2555,(330) 924-2152,nhparts@bortnick.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N6318A,Full-line,Ag Cpt Compact Tractors -40hp; Ag Ca  * Common Attachments; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ag H&F Hay & Pull-Type Forage; Ce Nh Industrial Tractors; Ag Mrt Mid-Hp Tractors 40-139; Ce New Holland; Ag Hht High-Hp Trac. 140hp+; TractorLdrs/Backhoes,North America,United States,129181
New Holland AG,911-0N1161A,Apple Farm Service,10120 W Versailles Rd,Covington,OH,United States,US,45318,40.18113,-84.39611,(937) 526-4851,(937) 526-5241,info@applefarmservice.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N1161A,Full-line,Ag Cpt Compact Tractors -40hp; Ag Spf Self-Propelled Forage; Ag Ca  * Common Attachments; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cmb Combine Harvestors; Ag Kongskilde Soil; Ag Cti *Common Trac Implements; Ag H&F Hay & Pull-Type Forage; Ag New Holland; Ce Nh Industrial Tractors; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac; Ce New Holland; TractorLdrs/Backhoes,North America,United States,115892
New Holland AG,911-0N1653A,Vernon Dell Tractor,48346 Calcutta Smith Ferry Rd,East Liverpool,OH,United States,US,43920,40.68085,-80.5891,(330) 386-5757,(330) 386-3803,sales@vernondell.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N1653A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,114452
New Holland AG,911-0N1563A,K & L Tractor Sales,1737 State Rt 49,Fort Recovery,OH,United States,US,45846,40.40308,-84.7743,(419) 375-2330,(419) 375-4782,ckaffenberger@bright.net,http://agriculture.newholland.com/Dealers/DLP/Pages/Home.aspx?ID=911-0N1563A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Crw Ag Crawler Tractors; Ag Cti *Common Trac Implements; Ag Sps Self-Propelled Sprayers; Ag New Holland; Ce Nh Industrial Tractors; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac,North America,United States,114260
New Holland AG,911-0N3507A,CORNERSTONE EQUIPMENT,8103 Gallia Pike,Franklin Furnace,OH,United States,US,45629,38.6772487,-82.856953,(513) 338-4668,,info@kycornerstone.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N3507A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,534398
New Holland AG,911-0N2065A,Streacker Tractor,1400 N Fifth St,Fremont,OH,United States,US,43420,41.36062,-83.0899,(419) 334-9775,(419) 334-9778,greg@streackertractor.com,http://agriculture.newholland.com/Dealers/DLP/Pages/Home.aspx?ID=911-0N2065A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Kongskilde Soil; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+,North America,United States,100153
New Holland AG,911-0N3368A,Greens Equipment,286 Upper River Rd,Gallipolis,OH,United States,US,45631,38.834512,-82.1555764,(740) 446-9777,(740) 446-8122,,,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,515299
New Holland AG,911-0N3206A,Vernon Dell Tractor,2871 Broadway,Grove City,OH,United States,US,43123,39.8983,-83.08026,(614) 991-5057,,sales@vernondell.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N3206A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,199565
New Holland AG,911-0N4272A,Baker & Sons Equip,45381 St Rt 145,Lewisville,OH,United States,US,43754,39.75858,-81.24628,(740) 567-3317,(740) 567-3337,info@bakerandsons.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N4272A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Or Ce - Nhc Ssl; Ag Cti *Common Trac Implements; Ag New Holland; Ag H&F Hay & Pull-Type Forage; Ce New Holland; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,115018
New Holland AG,911-0N0104A,Apple Farm Service,12446 E. Route 29,Mechanicsburg,OH,United States,US,43044,40.04454,-83.51315,(937) 834-2307,(937) 834-2822,info@applefarmservice.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N0104A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Spf Self-Propelled Forage; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cmb Combine Harvestors; Ag Kongskilde Soil; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac,North America,United States,157073
New Holland AG,911-0N7018A,Advantage Ag & Equip,"1025 Harcourt Rd., Suite 400",Mount Vernon,OH,United States,US,43050,40.3755251,-82.5105501,(740) 392-3633,(740) 393-2539,mark.l@advantageagequipment.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N7018A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag Sed Flexicoil Seeders; Ag Sps Self-Propelled Sprayers; M9; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+,North America,United States,138818
New Holland AG,911-0N6727A,North Star Hdwr&Impl,169 S. Main Street,North Star,OH,United States,US,45350,40.31986,-84.57087,(419) 336-7361,(419) 336-5003,jason@northstarimplement.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N6727A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Kongskilde Soil; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac,North America,United States,116638
New Holland AG,911-0N2674A,Redline Equipment Co,Us Route 25 South,Portage,OH,United States,US,43451,41.326655,-83.650361,(419) 686-2273,(419) 686-2275,,,Full-line,Ag Ca  * Common Attachments; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Kongskilde Soil; Ce Nh Industrial Tractors; Ce New Holland; TractorLdrs/Backhoes,North America,United States,170050
New Holland AG,911-0N3304A,Edinburg Tractor,6941 Tallmadge Road,Rootstown,OH,United States,US,44272,41.1026,-81.14232,(330) 325-9914,(330) 325-3247,info@edinburgsales.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N3304A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ag New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ce New Holland,North America,United States,511638
New Holland AG,911-0N2665A,Redline Equipment Co,310 State Route 18,Sherwood,OH,United States,US,43556,41.295208,-84.549112,(419) 899-2151,(419) 899-4648,jason.poe@redlineequipment.com,,Full-line,Ag Ca  * Common Attachments; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Kongskilde Soil; Ce Nh Industrial Tractors; Ce New Holland; TractorLdrs/Backhoes,North America,United States,170209
New Holland AG,911-0N1256A,Vernon Dell Tractor,46049 National Road West,St Clairsville,OH,United States,US,43950,40.07238,-80.9632,(740) 695-3052,(740) -,sales@vernondell.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N1256A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,122987
New Holland AG,911-0N3255A,Ohio Farm Supply,1400 E. Wyandot Ave.,Upper Sandusky,OH,United States,US,43351,40.832,-83.25205,(419) 731-0060,,kodie@wmsohio.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N3255A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ag New Holland; TractorLdrs/Backhoes; Ce New Holland; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+,North America,United States,506903
New Holland AG,911-0N3263A,Apple Farm Service,2312 Us Hwy 22 Nw,Washingtoncourthouse,OH,United States,US,43160,39.52664,-83.47556,(740) 335-8821,(740) 335-8895,info@applefarmservice.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N3263A,Full-line,Ag Cpt Compact Tractors -40hp; Ag Ca  * Common Attachments; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cmb Combine Harvestors; Ag Cti *Common Trac Implements; Ag H&F Hay & Pull-Type Forage; Ag New Holland; Ce Nh Industrial Tractors; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac; Ce New Holland,North America,United States,506902
New Holland AG,911-0N2485A,"Lowe & Young, Inc.",7058 E Lincoln Way,Wooster,OH,United States,US,44691,40.79768,-81.84634,(330) 262-6111,(330) 262-1822,billh@loweyoung.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N2485A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+,North America,United States,115724
New Holland AG,911-0N5756A,Hisle Brothers Inc,1914 N Broadway,Ada,OK,United States,US,74820,34.79518,-96.67859,(580) 332-8453,(580) 332-6768,james@hislebrothers.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N5756A,Full-line,Ag Cpt Compact Tractors -40hp; Ag Cti *Common Trac Implements; Ag New Holland; Ag H&F Hay & Pull-Type Forage; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,110816
New Holland AG,911-0N3521A,Great Plains,219 W Renfrow,Arnett,OK,United States,US,73832,36.1349123,-99.7749836,(580) 885-7560,(580) 885-7560,,,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cmb Combine Harvestors; Ag Cti *Common Trac Implements; Ag Sed Flexicoil Seeders; Ag Sps Self-Propelled Sprayers; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac,North America,United States,534952
New Holland AG,911-0N2645A,Jensen Tractor Ranch,24171 Us Highway 75,Bartlesville,OK,United States,US,740060226,36.66752,-95.9353,(918) 333-4777,(918) 333-8635,Rex@jensentractorranch.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N2645A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,115783
New Holland AG,911-0N3515A,Jensen Tractor Ranch,3737 Tinker Diagonal,Del City,OK,United States,US,73115,35.4577802,-97.4512857,(405) 669-4146,(405) 669-4148,Tanner@jensentractorranch.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N3515A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,536451
New Holland AG,911-0N3634A,Great Plains,4575 Us-81,Duncan,OK,United States,US,73533,34.5446508,-97.9676764,(580) 255-1117,,bmcclure@gpkubota.com,,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cmb Combine Harvestors; Ag Cti *Common Trac Implements; Ag Sed Flexicoil Seeders; Ag Sps Self-Propelled Sprayers; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac,North America,United States,541492
New Holland AG,911-0N3522A,Great Plains,3210 N. Van Buren,Enid,OK,United States,US,73703,36.4286205,-97.8913139,(580) 234-2668,(580) 234-2688,dbroadbent@gpkubota.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N3522A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cmb Combine Harvestors; Ag Cti *Common Trac Implements; Ag Sed Flexicoil Seeders; Ag Sps Self-Propelled Sprayers; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Hht High-Hp Trac. 140hp+; Ag Mrt Mid-Hp Tractors 40-139; Ag 4wd Articulated 4wd Trac,North America,United States,534953
New Holland AG,911-0N2753A,Chupp Implement Co.,4701 South Mill St.,Pryor,OK,United States,US,74361,36.2649,-95.32983,(918) 825-2044,(918) 825-1768,tim@chuppimplementcompany.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N2753A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,178072
New Holland AG,911-0N2048A,Tulsa New Holland,11919 East Pine,Tulsa,OK,United States,US,74116,36.17893,-95.84389,(918) 438-5665,(918) 438-0792,kelly@tulsanewholland.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N2048A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139,North America,United States,116812
New Holland AG,911-0N7069A,"S.S. Eq., Inc.",34033 Excor Rd. Sw,Albany,OR,United States,US,97321,44.56823,-123.1742,(541) 757-8112,(541) 758-1305,josh@sseqinc.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N7069A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; Ag Cmb Combine Harvestors; Ag Cti *Common Trac Implements; Ag New Holland; Ag H&F Hay & Pull-Type Forage; Ce New Holland; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac,North America,United States,139782
New Holland AG,911-0N3447A,Brim Tractor Company,982 S. Front St.,Central Point,OR,United States,US,97502,42.3632117,-122.9076914,(541) 664-1270,(541) 664-6295,marketing@brimtractor.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N3447A,Full-line,Ag Cpt Compact Tractors -40hp; Ag Ca  * Common Attachments; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Crw Ag Crawler Tractors; Ag Cti *Common Trac Implements; Ag H&F Hay & Pull-Type Forage; Ag New Holland; Ce Nh Industrial Tractors; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ce New Holland,North America,United States,520900
New Holland AG,911-0N3450A,Brim Tractor Company,87000 Christmas Valley Hwy,Christmas Valley,OR,United States,US,97641,43.2360783,-120.6922842,(541) 576-3026,(541) 576-3029,marketing@brimtractor.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N3450A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Spf Self-Propelled Forage; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Cmb Combine Harvestors; Ag Cti *Common Trac Implements; Ag Sed Flexicoil Seeders; Ag Sps Self-Propelled Sprayers; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac,North America,United States,520901
New Holland AG,911-0N0999A,Brim Tractor Company,90330 Highway 99 North,Eugene,OR,United States,US,97402,44.11444,-123.1827,(541) 485-0407,(541) 485-0901,marketing@brimtractor.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N0999A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Spf Self-Propelled Forage; Ag Or Ce - Nhc Ssl; Ag Nha Ver Auto Guide System; MIDIEXCAV6-12TONS; Ag Crw Ag Crawler Tractors; Ag Cmb Combine Harvestors; Ag Cti *Common Trac Implements; Ag Sed Flexicoil Seeders; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac,North America,United States,122338
New Holland AG,911-0N3582A,"S.S. Eq., Inc.",285 East Feedville Rd.,Hermiston,OR,United States,US,97838,45.8061,-119.2897,(541) 567-3001,(541) 567-0221,Josh@sseqinc.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N3582A,Full-line,Ag Cpt Compact Tractors -40hp; Ag Spf Self-Propelled Forage; Ag Ca  * Common Attachments; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Crw Ag Crawler Tractors; Ag Cmb Combine Harvestors; Ag Sed Flexicoil Seeders; Ag Cti *Common Trac Implements; Ag H&F Hay & Pull-Type Forage; Ag New Holland; Ce Nh Industrial Tractors; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac; Ce New Holland,North America,United States,118673
New Holland AG,911-0N2478A,Burrows Equipment,55 Sw 345th Ave.,Hillsboro,OR,United States,US,97123,45.51961,-123.0325,(503) 992-6499,(503) 647-5525,tom@burrowstractor.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N2478A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nh  Grape Harvester; Ag Or Ce - Nhc Ssl; Ag Nha Ver Auto Guide System; MIDIEXCAV6-12TONS; Ag Crw Ag Crawler Tractors; Ag Cti *Common Trac Implements; Ag Sed Flexicoil Seeders; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ag New Holland; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+,North America,United States,168737
New Holland AG,911-0N3444A,Brim Tractor Company,4304 Highway 39,Klamath Falls,OR,United States,US,97603,42.2064916,-121.7367454,(541) 882-2571,(541) 884-2199,marketing@brimtractor.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N3444A,Full-line,Ag Spf Self-Propelled Forage; Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; Ag Cmb Combine Harvestors; MIDIEXCAV6-12TONS; Ag Crw Ag Crawler Tractors; Ag Sps Self-Propelled Sprayers; Ag Cti *Common Trac Implements; Ag Sed Flexicoil Seeders; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac,North America,United States,520899
New Holland AG,911-0N6725A,"S.S. Eq., Inc.",60588 A Mcalister,La Grande,OR,United States,US,97850,45.30088,-118.045,(541) 963-8144,(541) 963-4489,Josh@sseqinc.com,http://agriculture1.newholland.com/nar/en-us/about-us/buying-services/sale/find-a-dealer#911-0N6725A,Full-line,Ag Cpt Compact Tractors -40hp; Ag Spf Self-Propelled Forage; Ag Ca  * Common Attachments; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Crw Ag Crawler Tractors; Ag Cmb Combine Harvestors; Ag Cti *Common Trac Implements; Ag Sed Flexicoil Seeders; Ag H&F Hay & Pull-Type Forage; Ag New Holland; Ce Nh Industrial Tractors; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+; Ag 4wd Articulated 4wd Trac; Ce New Holland; TractorLdrs/Backhoes,North America,United States,117656
New Holland AG,911-0N1858A,"Pioneer West, Inc.",64118 Mcdonald Lane,La Grande,OR,United States,US,97850,45.3981763,-117.99395,(541) 663-9378,,greg@pioneerwestinc.com,,Full-line,Ag Sps Self-Propelled Sprayers; M9; Ag New Holland,North America,United States,169001
New Holland AG,911-0N3451A,Brim Tractor Company,2109 Nw 6th St,Redmond,OR,United States,US,97756,44.296467,-121.1746388,(541) 526-1827,(541) 526-1828,marketing@brimtractor.com,https://agriculture.newholland.com/en-us/nar/services-and-solutions/find-a-dealer/{dealer-Id}911-0N3451A,Full-line,Ag Ca  * Common Attachments; Ag Cpt Compact Tractors -40hp; Ag Nha Ver Auto Guide System; Ag Or Ce - Nhc Ssl; MIDIEXCAV6-12TONS; Ag Crw Ag Crawler Tractors; Ag Cti *Common Trac Implements; Ag New Holland; Ce Nh Industrial Tractors; Ag H&F Hay & Pull-Type Forage; Ce New Holland; TractorLdrs/Backhoes; Ag Mrt Mid-Hp Tractors 40-139; Ag Hht High-Hp Trac. 140hp+,North America,United States,520902
